year	AFG	AGO	ALB	ARG	ATG	AUS	AUT	BDI	BEL	BEN	BFA	BGD	BGR	BHR	BHS	BLZ	BMU	BOL	BRA	BRB	BRN	BTN	BWA	CAF	CAN	CH2	CHE	CHL	CHN	CIV	CMR	COG	COL	COM	CPV	CRI	CUB	CYP	DJI	DMA	DNK	DOM	DZA	ECU	EGY	ESP	ETH	FIN	FJI	FRA	FSM	GAB	GBR	GER	GHA	GIN	GMB	GNB	GNQ	GRC	GRD	GTM	GUY	HKG	HND	HTI	HUN	IDN	IND	IRL	IRN	IRQ	ISL	ISR	ITA	JAM	JOR	JPN	KEN	KHM	KIR	KNA	KOR	LAO	LBN	LBR	LCA	LKA	LSO	LUX	MAC	MAR	MDG	MDV	MEX	MHL	MLI	MLT	MNG	MOZ	MRT	MUS	MWI	MYS	NAM	NER	NGA	NIC	NLD	NOR	NPL	NZL	OMN	PAK	PAN	PER	PHL	PLW	PNG	POL	PRI	PRT	PRY	ROM	RWA	SDN	SEN	SGP	SLB	SLE	SLV	SOM	STP	SUR	SWE	SWZ	SYC	SYR	TCD	TGO	THA	TON	TTO	TUN	TUR	TWN	TZA	UGA	URY	USA	VCT	VEN	VNM	VUT	WSM	ZAF	ZAR	ZMB	ZWE
1994	431.8470381	1736.749826	2680.774727	8508.266558	12856.56509	28618.82105	28559.8847	535.79731	27157.24311	950.0520476	639.7237916	829.1560366	6462.415301	20201.39079	24825.62153	7163.131282	33088.68625	2892.918468	6377.019874	22975.56855	48785.00889	1662.257305	6321.018177	587.7544195	28044.17561	2239.778063	33002.71943	7235.458038	1774.457872	1331.594087	1439.104927	2009.079968	5949.895957	1089.819927	1775.067326	8063.158143	6167.563367	14430.79183	2083.788142	5027.132433	28132.15751	5464.867822	4487.264361	4820.372763	3024.638864	20901.88547	368.7666343	21697.71758	3558.408627	26069.83492	3451.858689	11873.15202	24105.77326	28078.91437	1266.785429	710.7130898	1217.721616	1096.459674	616.7435973	17620.09862	8883.216045	4881.880653	2671.516691	26595.81125	2878.011734	1171.643191	11550.30964	2711.859358	1494.947133	20200.03634	6775.779112	2023.513704	35451.29557	20224.16455	25354.61836	9284.642881	3261.951761	28543.18568	1100.971474	826.6216105	3233.204933	7447.682546	14788.42867	1123.902404	8219.529764	166.4533157	9793.602227	2186.599361	886.9093869	51361.86815	24700.63193	2350.952287	787.6886212	2254.728987	10220.59799	8237.285471	687.0588088	15727.70418	1916.733992	340.4174937	1602.372676	5925.367575	452.4792432	7783.635702	3535.492057	509.8654483	1081.432603	1773.390721	28731.73289	36909.19045	791.236448	20973.74928	15396.14951	1660.433598	6264.243429	4273.680096	2372.44502	12199.74497	2587.582042	8278.046438	19732.03179	16094.65167	3411.659242	5226.374721	335.4099224	1172.414627	1130.850375	29203.52201	1926.724434	857.2780858	4718.106765	497.5351711	1333.191752	6722.877569	24946.75145	3494.599298	23139.29387	3017.314512	799.8806223	810.7301174	5728.190149	6727.280011	11560.26044	4421.106823	6779.647064	17549.90738	683.8626552	725.0106067	8112.62263	33131.42129	4336.987469	8591.930703	1105.451064	5484.680526	4381.522735	5228.220834	279.8191431	738.9314159	440.2417928
1995	619.0443429	1921.761545	2985.901631	8328.856356	12602.14831	29522.15854	29356.41773	459.8730905	27822.91197	1034.529387	648.0090002	818.4793079	6690.730291	19348.77319	25758.61948	7443.942183	34015.41698	2953.795692	6649.070834	23639.3793	51094.57193	1894.126434	6670.332131	600.3640288	28516.00895	2559.318502	32990.70434	7968.437272	1929.907311	1377.339104	1445.74491	2126.269213	6148.546521	1173.527614	1805.598434	8092.832397	6142.570978	15553.17838	2197.90842	5012.202091	28972.75818	5613.020692	4568.667549	4801.431293	3120.660112	21504.87486	387.9351902	22967.10032	3705.411603	26491.97544	3570.981404	12157.77925	24707.67001	28473.07337	1282.208216	717.6738087	1086.839283	1089.149592	783.7646646	17922.11709	8962.075882	4974.839362	2780.668512	26608.47017	2949.10716	1299.898759	11386.95919	2882.562355	1608.103162	22303.42592	6371.044324	1601.507902	35390.36053	20789.87885	26155.28453	9248.735456	3400.387662	28949.28575	1121.288667	813.5887453	3221.304178	7543.393863	15850.57104	1172.948604	8676.232205	160.7972212	9582.997234	2286.964273	892.2706268	51367.2049	25167.9384	2161.745523	777.4073745	2353.040586	9157.655289	8810.817863	709.4211901	16282.59295	2034.857605	325.8515615	1466.271638	6087.54974	497.2270293	8460.104929	3649.825969	503.6059037	1047.837409	1829.073935	29514.91981	38424.44555	797.2945802	21511.86605	15428.55064	1705.865908	6319.021122	4550.752226	2365.185088	13872.45161	2406.443608	8785.941506	19392.96015	16340.40121	3488.801214	5620.943316	616.201407	1177.808852	1143.766996	31132.21682	2025.944915	800.2002049	4987.651951	486.8220351	1351.612101	6736.696376	25667.43338	3647.691979	22304.13724	3135.534654	793.5607561	824.566499	6050.387851	6706.052268	12146.50991	4466.709384	7090.683509	18508.62482	671.6987953	706.5923909	7968.091709	33597.70685	4562.805974	8870.053993	1190.597902	5615.576292	4578.279355	5385.302289	273.6997834	964.4572523	403.1708457
1996	570.3822708	2576.114343	3231.052239	8641.370805	13223.10773	30433.27563	29899.5316	421.7085709	28131.01613	1037.338064	692.7549558	800.9769369	6137.587739	19595.8977	26781.76576	7318.348494	34989.77466	2999.651734	6693.84515	23866.79254	53904.92991	1938.493346	6730.75293	556.2556806	28669.40248	2630.608558	33033.6951	8496.305109	2101.544726	1448.82779	1507.058003	2230.019739	6090.965152	1100.944766	1898.523041	7920.715707	6373.289334	15445.11385	2059.558277	4974.667305	29620.44747	5883.764076	4730.198113	4774.618086	3232.739267	22017.14896	419.9100877	23513.39292	3841.777881	26606.43377	3470.971055	12183.97779	25396.44659	28594.52694	1324.597385	727.432086	1145.576042	1067.022911	1508.802588	18329.09417	9225.488271	5052.135892	3016.687626	26904.35905	3010.203282	1238.90972	11351.71217	3051.542201	1638.525117	24161.67549	6604.870643	2323.384807	35939.00373	21307.90861	26442.23719	9184.938125	3325.37355	29603.57568	1135.640618	830.1731195	3328.180315	7916.174863	16856.64719	1234.556667	8992.513549	177.3069603	10303.74171	2367.75675	961.8221631	51266.1954	24724.43088	2386.299305	769.8321537	2542.311116	9512.190294	7838.376695	720.1655389	16693.7798	2023.07247	365.3237697	1654.209886	6316.452952	476.6853737	9062.926383	3673.422111	511.1635652	1080.315304	1891.107293	30415.06873	40419.21181	818.7661221	21888.20138	15627.62657	1741.289511	6244.656225	4585.897712	2430.622037	15757.04842	2518.093392	9298.371307	19889.04619	16881.48119	3449.801295	5843.65346	619.5932705	1174.962229	1169.149413	32746.46695	1729.639073	601.7451693	4946.003966	490.137406	1363.872404	7794.543689	26000.45067	3646.123493	23041.24546	3368.378904	718.8301709	850.5011648	6256.08653	6774.256706	12038.50841	4687.075804	7546.916079	19345.05376	664.2631465	739.2805683	8363.701258	34535.51168	4648.633306	8701.77489	1287.796573	5890.048707	4872.910699	5476.701574	258.6009634	945.9273273	411.636902
1997	527.1998243	2192.374054	3076.33435	9147.690684	13328.97553	31509.70975	30605.01753	402.9514555	29148.16062	1065.185003	718.9391111	854.2481616	5944.903029	20013.27805	27909.53067	7230.642732	35798.99771	3049.096994	6823.768621	25866.93393	49386.15829	2139.82639	6965.448029	579.1994617	29743.43193	2869.362295	33581.61424	8978.14041	2276.02949	1481.039745	1547.718748	2241.670203	6162.209659	1079.094015	1978.624272	8161.525352	6505.835283	15420.92624	1990.69227	5093.955107	30601.39339	6292.487089	4699.634704	4873.083499	3271.43238	22829.42956	427.7413677	25052.0491	3995.614689	27019.18256	3265.43354	12751.62241	27020.764	29042.51115	1348.302326	758.5242468	1089.18306	1152.041943	3250.456975	18946.40506	11678.28739	5097.605428	3153.769371	27992.62842	3093.435718	1246.306018	11716.51286	3142.993456	1678.917261	26700.58791	6634.489399	2754.583621	36382.91418	21437.54325	26906.52983	9013.737303	3308.210605	29968.70134	1089.567315	859.0663686	3384.940308	8425.084406	17364.55696	1290.254211	8339.712324	336.9451637	10271.89356	2461.539329	1033.841194	53686.00647	24281.51178	2318.920444	763.564138	2709.239672	10091.82433	7325.799697	728.2555879	17379.44543	2026.916547	394.544756	1580.969073	6661.938919	492.1856361	9476.495583	3583.974218	496.7134407	1126.107487	1903.199054	31610.36563	42815.43896	831.6067896	22297.26226	16856.96017	1722.68102	6490.921047	4826.44689	2560.591916	15743.62343	2341.710874	9894.84888	21095.25354	17630.22283	3490.331888	5638.950092	568.4939946	1247.828566	1181.905555	34899.85472	1622.158753	513.611803	5057.466254	463.8728681	1307.436271	8854.586804	26559.5581	3647.543409	24398.14397	3490.169382	741.6582796	840.6646306	6066.090581	7074.19799	12683.11737	4890.816214	8054.204148	20296.85469	669.5484881	765.3086482	8781.745671	35768.72457	4926.132478	9225.096801	1370.724402	5561.456559	4796.603917	5568.28165	242.0977111	1006.762353	405.0618414
1998	490.5892594	2396.158576	2959.316211	9403.533847	13704.41673	32774.72017	31684.59266	418.0210849	29662.32984	1065.003023	747.0337554	881.8965544	6114.503172	20789.6889	29628.39407	7121.776912	37654.62002	3098.799333	6714.463383	27201.0521	44418.77192	2140.94055	7224.972013	579.2744014	30702.98923	2867.114308	34554.96938	9175.57466	2440.413303	1517.657787	1583.088269	2337.524392	6082.343978	1043.765319	2056.49277	8553.565687	6564.001245	15939.18934	1833.637322	5556.789669	31253.21134	6732.776689	4887.762673	4893.923453	3393.640334	23891.76083	398.4762834	26621.10619	3900.761934	27893.68068	3329.69503	12516.95183	28052.1687	29591.72772	1379.507097	782.7754506	1118.73515	795.6535656	3794.2255	19573.87181	12518.61244	5154.412436	3159.311493	25936.91917	3075.224858	1259.512627	12263.79378	2690.083969	1746.1262	28628.55146	6941.498393	3631.065959	37338.63056	21718.13608	27231.34912	8824.77574	3295.085197	29200.82146	1111.829162	887.9580397	3629.037253	8425.948208	15482.13098	1262.697104	8666.473506	390.0275731	10775.72929	2556.296181	969.2704293	56645.43732	22857.85838	2484.459498	760.6786293	2915.872045	10471.8873	6968.977776	767.7901993	18070.40798	2110.37337	424.5797282	1602.364228	6986.108264	471.689326	8469.336994	3589.667562	540.4689596	1123.590422	1929.912174	32732.06057	43879.65687	791.7709933	22466.7981	17329.84242	1732.493306	6758.105045	4721.967958	2393.244299	14551.02086	2374.185191	10344.76144	22228.02511	18527.37787	3481.989955	5622.302118	591.6527399	1267.610726	1218.141963	32381.97737	1641.755024	511.4667027	5188.116185	458.9831986	1293.952106	9337.239744	27600.35047	3670.917161	27063.07706	3602.384105	775.372962	806.708059	5356.068775	6656.884793	12790.56476	5071.905688	8120.893505	20839.61392	694.4247335	791.2623989	9128.576074	37005.60707	5164.221718	9186.19737	1425.802059	5537.353996	4930.530947	5577.095457	228.5145643	985.1805187	399.276282
1999	453.9752842	2404.482125	3296.698134	9054.734992	14264.62104	33833.67076	32662.34342	399.3142464	30638.94217	1086.858815	764.9285172	889.7687361	6212.398193	19734.57897	30342.76533	7236.040703	37259.27068	3086.502747	6627.246532	28229.14249	46212.70739	2339.623327	7924.030941	606.792183	32152.6607	3003.985722	34738.31889	9024.452926	2616.989107	1526.437203	1609.780417	2230.685927	5674.597428	1014.895834	2313.378957	8898.457176	6931.235313	16389.45799	2029.870723	5574.961836	31890.76984	7011.993895	4964.239702	4489.677572	3533.351761	24981.07201	411.6682202	27550.21606	3894.129181	28716.3524	3369.944923	11004.56674	28983.8546	30134.1285	1416.325445	793.9657704	1160.41459	839.1084663	4765.341886	20208.51667	13398.69565	5285.659995	3112.443544	26102.91444	2855.786596	1308.716834	12736.82723	2651.442618	1909.588527	31330.52127	7098.213279	4180.536557	36718.04856	21831.41368	27666.08398	8767.583169	3349.691954	28998.26507	1132.761784	972.7438224	3582.64477	8672.936504	17333.7821	1289.643286	8304.114719	455.1290376	10936.07681	2627.694041	1019.735724	60887.29541	21938.12544	2444.934544	780.5167768	2845.928293	10759.26072	6677.793317	782.8675146	18834.56895	2136.546513	435.1781337	1640.589838	7091.048062	478.6838098	8794.930176	3564.609447	527.4789457	1070.013825	2041.327481	34068.26958	44223.4319	779.5344987	23511.92785	16605.60157	1761.640806	6845.018832	4703.450588	2413.206955	13195.6914	2360.12018	10818.39889	23080.00733	19227.73014	3474.555166	5615.088579	618.0607311	1377.091235	1267.611258	34189.48691	1671.549948	476.1193179	5267.715004	459.3747591	1265.812186	6957.730903	28827.693	3486.166212	25960.91931	3443.170052	750.6944816	808.8295439	5565.016981	7309.830595	13386.37513	5308.130462	7795.142374	21869.63172	709.9738327	830.2131809	8838.858491	38430.99912	5313.059051	8408.318409	1465.590032	5186.458423	5022.55559	5679.829818	206.130708	942.6438946	422.0396082
2000	427.411598	2331.818747	3416.415578	8901.755898	13899.35073	34086.44772	33625.00136	389.415632	31678.43395	1098.486642	753.0622573	907.5028731	6591.620073	20786.3308	31351.02215	7754.069182	34989.63242	3117.139717	6834.342885	28215.12581	48107.63534	2328.498059	8701.097706	605.8025097	33565.19152	3173.695551	35788.02657	9338.363395	2823.294669	1477.260621	1636.645248	2256.363851	5795.126878	945.5704804	2351.553584	8870.112092	7193.683776	17074.11847	1976.006336	5639.792643	33113.16092	7280.277045	4990.691871	4628.307579	3655.882747	26045.01312	414.949614	28930.43751	4227.320371	29657.84457	3495.617703	10875.01822	30152.05833	30988.23446	1477.729414	799.2493456	1222.924495	824.4005977	5942.15473	21059.57987	14668.65372	5376.228299	3163.709549	28012.22227	2992.716472	1387.863329	13248.77008	2749.614134	1921.450177	34185.54118	7341.125072	4119.798166	37676.34709	23234.10991	28675.74462	8747.453223	3374.560005	29777.69674	1112.455427	1023.947302	3706.350459	8124.048812	18723.83262	1370.056365	8278.075021	537.7300116	10817.04416	2732.959959	1078.831819	65131.13619	22480.8285	2447.763821	787.2220548	3090.387968	11379.89505	6919.431879	731.3594922	19951.69188	2219.146756	436.8159364	1589.514683	7579.879323	465.1211933	9474.385386	3638.523845	491.7339763	1107.264641	2064.903553	35182.49038	45304.83066	831.9290335	23917.5242	17017.90954	1780.822578	6949.92363	4779.28925	2464.294915	13310.899	2218.480023	11271.10438	25283.76204	19822.19112	3287.311587	5831.543664	632.513703	1464.306997	1282.472893	37052.95333	1400.886911	476.9088194	5326.675698	454.3998561	1388.693965	6629.447338	29990.39579	3440.671545	25953.00957	3383.254965	729.8625419	777.162696	5650.629712	7515.628375	15815.04688	5381.425643	8158.761488	23022.825	724.6402188	843.5320597	8618.886811	39643.49849	5339.956412	8640.815091	1538.631625	5537.307765	5338.04513	5873.624751	179.9918552	973.8891306	392.9741822
2001	406.1702875	2191.448192	3526.936631	8552.140322	14118.63519	34948.56406	33838.9581	384.2314562	31757.53186	1136.186439	770.388291	935.9172712	6941.593622	20820.933	31683.99178	7909.656557	34526.37473	3133.636445	6818.131323	27134.01697	48795.73566	2806.002669	8366.443906	595.4549483	33762.80892	3364.775948	35952.51156	9577.335411	3043.053773	1409.623074	1662.29379	2157.005129	5833.330828	980.251234	2450.821263	8905.897978	7432.742569	17431.41214	1806.209259	5570.093747	33180.15582	7307.935775	5066.097961	4823.927045	3724.998835	26713.7907	431.9899447	29452.77701	4115.340138	30028.61609	3558.569477	10502.47365	30996.00927	31354.18167	1475.452203	827.0656732	1234.461972	766.8231205	8745.36619	21886.51842	13894.24421	5376.204969	3362.390031	27839.40098	2997.47057	1345.706365	13732.22531	2813.912445	1983.791626	35351.91406	7306.330136	4109.473271	38118.50843	22595.45669	29146.02997	8819.574022	3476.025005	29716.95789	1093.819296	1085.018109	3504.022087	8594.610467	19271.74907	1406.173942	8666.591255	542.0191764	10097.99547	2683.728564	1052.634156	66009.59671	22840.91911	2616.741346	801.861818	3133.845125	11202.19381	7051.094121	788.1718988	19351.90073	2213.318549	487.5856674	1580.648645	7557.298226	431.111061	9162.632684	3835.940378	507.4170601	1220.524809	2069.79284	35615.89028	45812.25289	918.2601116	24510.27067	17709.48402	1756.881675	6844.703912	4731.669469	2489.787682	14026.2639	2172.187459	11467.59626	24972.77123	20095.25858	3306.283695	6228.533855	663.1888354	1498.316611	1309.724986	35425.89406	1217.194627	530.9675909	5423.192042	452.4722767	1210.710934	6688.652346	30323.86495	3245.098502	26814.09045	3458.223538	771.3107511	744.5427354	5831.647704	7468.099856	15460.79884	5541.953843	7594.344803	22253.13582	751.6925461	860.8992218	8261.554733	39516.66355	5381.173454	8681.339126	1614.223121	5083.118276	5699.208017	5995.739154	187.0499385	1029.375937	374.0035709
2002	614.7942892	2485.730898	3628.65636	7915.665572	14768.15562	35820.03474	34266.47024	396.1657759	32002.03084	1145.275605	768.3750794	1000.863563	7315.427411	22003.96993	32079.88307	8481.433682	41899.4368	3128.152411	6854.748192	26309.02131	50159.61788	2987.877178	8946.793197	581.6751613	34449.73468	3746.519529	35851.80786	9664.193995	3293.731974	1343.9995	1692.742452	2151.5747	5900.775237	1003.941007	2584.144943	9022.552445	7623.557764	17567.8028	1796.571152	5396.308719	33272.27405	7599.654994	5253.006563	4959.68647	3756.400464	27032.67654	426.9210911	29776.93747	4163.863193	30105.90706	3558.79285	10150.92927	31710.68614	31217.97497	1511.587895	854.6664922	1220.51904	768.9122421	10334.65718	22539.95178	14058.67989	5471.177687	3317.405836	28046.23909	3016.863333	1313.509984	14463.94702	2874.110994	2044.810654	36875.07999	7609.834264	3698.692265	37605.34382	21889.11581	29244.06986	8850.665579	3652.783748	29634.35667	1104.032603	1154.027219	3689.874624	8524.955956	20558.96559	1465.021623	8748.758048	548.8418074	10126.51733	2768.861502	1155.285504	67517.0359	24632.18351	2675.975192	668.2126627	3273.109301	11141.23615	7179.603308	794.1576647	19663.31167	2272.166359	531.8182852	1548.532736	7743.004063	439.5227645	9447.788534	3746.707067	513.2930809	1253.361051	2044.357841	35366.06161	46179.07363	907.9138715	25322.20985	17585.23618	1776.000794	6854.360595	4914.839467	2532.138261	13954.07608	2191.240362	11664.81622	25539.23739	20060.0199	3266.780594	6575.159517	732.1440839	1519.129543	1276.139304	36258.54744	1197.975301	635.7103721	5500.53313	453.184048	1207.973102	7361.88453	31037.13011	2944.853645	24722.05846	3631.482711	824.4251762	717.0972193	6044.182113	7542.77318	15005.92653	5419.434166	7925.020163	23303.33748	790.2493674	884.3846572	7618.716261	39769.19959	5604.198824	7906.088961	1683.011897	5088.212533	5815.091335	6141.263916	201.7433404	1051.843312	331.8147455
2003	703.8568755	2458.157315	4064.412687	8441.589318	14217.78147	36964.39562	34558.4242	377.929022	32192.28857	1164.191726	797.0052054	1028.92002	7790.723803	21770.03953	31407.46911	8696.900854	42874.27162	3170.786088	6816.502558	26350.22511	50683.16121	3138.286858	9062.301452	527.6731459	34885.26541	4054.49557	35521.70823	9937.514303	3588.745997	1308.169908	1722.110626	2061.178906	6052.997844	976.3845091	2631.731914	9360.647835	8016.723626	17503.32771	1872.988665	5771.039028	33224.35214	7227.663854	5552.084328	5012.407571	3808.500541	27424.44083	405.5780066	30146.98803	4253.699651	30213.19216	3625.8573	10117.73617	32701.78774	31101.19608	1552.049149	840.4027316	1205.002225	759.201635	11228.84457	23998.04589	15256.48217	5490.625686	3314.61465	28583.65719	3068.033341	1305.451997	15126.97902	3028.449224	2144.353835	38247.59067	8113.043673	2372.469771	37389.76863	21816.76866	29141.87123	8943.222811	3714.729368	29989.86857	1132.186211	1229.377321	3792.616889	9140.668907	21007.60393	1525.582656	9014.480117	380.4747588	10376.34613	2902.783821	1191.09014	67997.02342	28013.81499	2868.215407	680.0689127	3900.802822	11053.44477	7238.660472	839.2387796	19751.63683	2356.801561	558.9307489	1554.268834	8188.469254	450.3398526	9702.60693	3872.142968	513.3715867	1423.937066	2058.404773	35251.88283	46298.52542	931.3262954	25974.92445	17523.0826	1815.013977	6954.061698	5053.52661	2602.742913	13298.26977	2185.16458	12134.24546	26252.09568	19695.80702	3341.84159	6984.17934	734.8219849	1580.875983	1330.599179	36223.00083	1238.433308	640.8556884	5603.849868	453.7248496	1259.583702	7998.531878	31695.16373	3341.773634	21780.66441	3427.739995	910.8234655	737.6666445	6423.383092	7747.449608	19919.9967	5524.04738	8267.655552	24080.25295	833.8582639	902.4614408	7717.119454	40429.70781	5803.350695	7163.641308	1770.860008	5187.991028	6078.795389	6244.035211	181.7523187	1011.572445	374.9393606
2004	696.6011998	2598.929104	4559.671027	8977.080623	14955.63922	37653.77892	35231.65145	378.736597	33281.07397	1163.72381	807.5697816	1059.015813	8364.438951	22022.30149	31412.98981	9055.927244	44222.331	3258.033263	7118.303054	28211.61185	50713.23307	3109.499871	9850.454432	532.7056844	35765.43468	4458.139825	36226.69167	10514.22816	3915.461717	1296.744027	1741.108557	2046.508825	6286.169063	936.7679714	2778.606555	9585.047094	8366.491481	17985.40049	2006.430314	5931.571613	33915.58071	7231.788771	5762.474283	5310.983776	3888.603388	27848.8097	428.9266434	31353.49171	4223.223522	30834.4784	3522.193916	9788.549717	33501.78001	31445.33825	1592.056887	834.9916926	1130.473516	760.6674159	15007.97663	24933.41329	14257.69137	5527.651041	3403.519177	30627.29671	3175.818711	1244.568929	15824.07696	3078.724178	2317.311784	38985.03456	8329.853804	3607.796499	37180.65555	22468.79721	29473.41238	8910.324412	3946.628916	30785.11134	1126.352201	1337.896122	3711.087892	10108.64834	21806.93977	1604.626553	9765.640471	380.4942966	10905.709	3024.087613	1216.156083	70116.28045	34867.88833	2984.743336	689.8027492	4208.115229	11395.71354	7550.485039	845.0743514	19617.88627	2536.734253	594.566591	1586.044558	8505.434377	472.0622869	10172.97333	4267.001923	491.9534039	1578.749662	2127.751205	35841.02172	48101.05246	961.3623953	26589.24064	18213.29136	1924.45079	7389.841538	5256.105671	2715.039589	14007.45317	2196.188042	12789.02059	26139.94294	19925.36058	3422.973321	7727.161987	765.9501034	1643.069528	1373.156765	39878.95654	1300.905474	683.9713327	5688.035641	452.2747733	1290.902434	8361.117168	32973.23275	3094.137492	21572.75817	3653.543518	1244.107789	733.4408618	6733.875275	7776.060684	21299.37756	5667.34872	8918.39071	25610.33929	882.2259928	917.3658738	8091.415752	41540.65853	6168.955334	8265.86773	1912.049234	5272.851596	6277.932852	6503.455288	195.6703241	1057.825124	343.2879559
2005	775.734064	3055.026874	4938.805347	9670.709771	15007.77247	38383.84218	36150.99452	372.5991953	33892.67915	1136.409613	848.8706886	1085.531188	8903.995493	22013.14226	32374.2962	8980.72186	46119.02968	3312.740713	7234.049669	28575.04631	48775.90886	3037.972484	9441.378924	532.3156216	36653.89691	4802.163789	36993.95293	11068.38508	4335.119467	1298.499176	1742.694249	2183.40273	6490.991627	939.8249878	2845.919007	9939.315785	8948.255586	18240.10068	2009.542884	5926.801137	34677.4791	7895.863199	5988.778111	5519.978051	3968.386985	28325.37741	475.1066605	32293.144	4431.406909	31230.27351	3587.534998	10120.31643	33982.90821	31657.47404	1658.091419	837.1232491	1110.031872	774.5184738	14912.66986	25308.15661	15890.18153	5588.835627	3727.134093	32527.14758	3298.896446	1269.047341	16475.81996	3224.11536	2491.526848	40247.22235	8720.964225	3656.383649	40447.92832	23227.20377	29561.74119	8992.778333	4248.751942	31379.76769	1143.731165	1489.046957	3829.675248	10494.75698	22577.33468	1727.064473	9778.505944	378.1041342	11735.87501	3176.353014	1180.610478	73242.96698	36939.01942	2998.459093	717.5019069	4133.13677	11641.86206	7530.307001	870.4906953	20313.79968	2651.174147	628.4671567	1649.017531	8360.472852	481.4176002	10482.19905	4244.887251	502.5072581	1510.74653	2189.424307	36402.48186	49293.47971	980.9731549	27253.9382	17927.26169	2025.753027	7785.974577	5561.445908	2787.847583	14108.71039	2234.376083	13249.96678	26053.65767	19949.4889	3435.351221	8137.130129	813.8927928	1832.723858	1415.500169	41988.61672	1586.086676	727.0988185	5888.375043	451.7780751	1297.600234	9658.513353	33958.51735	3284.107029	22861.27779	3722.747478	1295.710357	725.4287709	6965.667682	7640.226211	23332.7549	5667.377709	9531.947552	26692.99139	931.7556461	963.9257999	8709.783638	42482.38762	6318.151117	8920.90103	2088.371997	5330.670778	6540.891276	6766.794533	207.4695252	1066.642571	323.260372
2006	799.4455125	3598.646361	5397.972202	10321.7473	16044.35259	39281.34515	37348.43391	375.5601976	34822.05333	1160.808203	876.5366731	1128.628329	9503.388242	22836.85641	33197.49421	9485.263924	48562.67325	3418.854955	7432.303928	28942.21338	50448.32643	3304.664241	9806.151048	516.4425291	37379.82782	5325.564403	38164.72245	11490.12961	4855.382711	1285.502083	1759.622005	2226.279576	6830.31193	926.8856867	3098.480114	10618.36718	10048.28952	18624.43284	2139.139857	6180.003483	35875.66012	8675.513546	6003.40773	5688.056864	4166.07934	28932.76596	513.5858948	33615.81957	4470.175067	31830.86709	3593.03827	9552.923011	34685.56214	32928.68821	1706.72426	827.000084	1135.143383	781.2104673	14411.65822	26804.66874	15366.72301	5767.021987	3676.535946	34704.88916	3439.779675	1274.084889	17134.96751	3310.291083	2675.386839	41158.90994	9163.973442	3907.618794	43014.14025	24113.13932	30173.95338	9135.466422	4210.807704	32028.03592	1160.69523	1618.198854	3881.25971	10642.40634	23653.96143	1872.591865	10012.86349	396.2730828	12526.53053	3380.938113	1253.455251	75898.61823	40492.83911	3204.730001	736.6555263	4288.956621	12105.94493	7427.197183	897.8284784	20719.61614	2881.097137	668.3483479	2014.136163	8709.408796	506.5409864	10937.16811	4752.189256	511.4420463	1649.339759	2236.210015	37469.71679	50508.97076	999.7643516	27617.31484	18771.44933	2118.123487	8333.153559	5917.107833	2864.198219	14888.68115	2257.283587	14064.44995	25383.33866	20150.30173	3498.962217	8863.713406	862.2639212	1935.51514	1409.629776	45148.82213	1560.545899	776.5397455	6123.309077	452.154209	1439.642907	9861.76413	35367.84273	3223.958236	24083.844	3896.53492	1262.557965	738.1654214	7280.428155	7724.845138	23766.62875	5796.787987	10030.23211	28031.01347	974.9959556	992.9674015	9087.89263	43215.47128	6945.627818	9477.723062	2239.823342	5638.319764	6504.407811	7092.037074	213.8256497	1120.752944	361.018746
2007	894.2075646	4465.243661	5902.053388	11001.48418	17671.22324	40287.27641	38761.10037	393.6107871	35871.43317	1168.749179	884.0313883	1169.346316	10164.05704	23996.68327	33317.43339	9200.596459	50301.89747	3498.936317	7789.215944	29964.07068	47850.73797	3497.020779	10489.72449	528.3158868	37885.72327	5955.229788	39374.88389	11976.83832	5511.360984	1282.54501	1781.341546	1992.364633	7204.619005	909.1345906	3466.788805	11232.05126	10741.29096	19333.06557	2101.429324	6531.265601	36330.37225	9310.395487	6109.958662	5741.67239	4340.461457	29391.24213	558.1265944	35512.6176	4393.09971	32399.70616	3517.023856	9894.503698	35705.64045	34133.89911	1749.581688	820.9953583	1124.279681	803.0920853	15197.05465	27597.77888	15977.60498	6008.511351	4011.961745	36768.12566	3611.195893	1273.698723	17206.544	3409.189415	2920.927348	42236.86941	9643.571315	3854.313959	43986.83709	25072.13107	30510.60302	9158.218566	4242.515746	32775.84942	1203.75258	1704.585449	3793.193283	10822.3313	24788.4718	2167.514437	10627.3819	451.1247301	12633.38601	3570.960197	1336.943155	80215.48237	44166.53632	3279.158087	748.2141138	4586.09324	12374.1943	7358.705302	916.7045101	21488.68738	3155.877834	703.6234065	1980.646051	9245.153314	550.5219644	11434.73033	4634.099941	509.0677093	1912.887016	2255.484513	38770.52246	51791.63234	1022.658092	28051.31617	20084.51407	2190.455247	9302.477087	6374.043041	2987.59846	15048.05323	2424.178652	14997.43666	24590.77958	20550.72845	3658.382979	9425.464669	887.6968133	2005.000895	1442.443781	49532.69711	1589.795465	808.0192437	6358.01529	452.0954334	1432.600946	10631.82444	36503.39038	3298.429233	25840.71524	3832.463278	1212.452936	729.5107469	7592.835705	7316.834908	26677.54564	5939.407047	10370.37604	29568.94741	1027.999913	1024.157114	9737.283411	43517.26278	7171.487036	9965.787913	2307.463827	6046.556149	6872.694677	7442.442526	222.4454274	1406.105623	294.536335
