year	AFG	AGO	ALB	ARG	ATG	AUS	AUT	BDI	BEL	BEN	BFA	BGD	BGR	BHR	BHS	BLZ	BMU	BOL	BRA	BRB	BRN	BTN	BWA	CAF	CAN	CH2	CHE	CHL	CHN	CIV	CMR	COG	COL	COM	CPV	CRI	CUB	CYP	DJI	DMA	DNK	DOM	DZA	ECU	EGY	ESP	ETH	FIN	FJI	FRA	FSM	GAB	GBR	GER	GHA	GIN	GMB	GNB	GNQ	GRC	GRD	GTM	GUY	HKG	HND	HTI	HUN	IDN	IND	IRL	IRN	IRQ	ISL	ISR	ITA	JAM	JOR	JPN	KEN	KHM	KIR	KNA	KOR	LAO	LBN	LBR	LCA	LKA	LSO	LUX	MAC	MAR	MDG	MDV	MEX	MHL	MLI	MLT	MNG	MOZ	MRT	MUS	MWI	MYS	NAM	NER	NGA	NIC	NLD	NOR	NPL	NZL	OMN	PAK	PAN	PER	PHL	PLW	PNG	POL	PRI	PRT	PRY	ROM	RWA	SDN	SEN	SGP	SLB	SLE	SLV	SOM	STP	SUR	SWE	SWZ	SYC	SYR	TCD	TGO	THA	TON	TTO	TUN	TUR	TWN	TZA	UGA	URY	USA	VCT	VEN	VNM	VUT	WSM	ZAF	ZAR	ZMB	ZWE
1980	1141.51765	2049.940762	3375.143664	8486.968247	6566.325817	21904.37103	22420.51025	495.1181535	21585.28277	897.6557834	652.31013	679.1624653	5232.926643	29887.0771	23424.5103	5402.029009	31486.44637	3177.245262	6943.075253	24649.8464	87217.69541	1068.028083	3407.991565	787.7683831	23590.3733	1085.242507	30010.41411	4970.359559	563.5700882	1508.655998	2119.979577	1876.680047	5030.894619	1365.442067	1075.327106	8236.109581	6033.667981	8949.564094	3193.00444	2847.57924	21255.58251	4369.152307	4867.890188	5130.649781	1445.504921	15698.61429	463.1726218	18875.41762	3635.04386	21421.43249	2653.822359	12518.48655	16655.20418	21697.64184	1295.444293	756.843535	1226.579679	996.9540938	894.9915693	17095.58427	5423.184432	5665.25374	3085.335965	13720.68844	3237.827711	1766.440036	11254.59793	1496.49951	1029.931015	14692.52318	7055.584342	5374.404254	31904.32006	15198.84576	19549.04315	7044.739405	3782.170971	18744.75081	1135.805601	535.715458	3619.150678	3569.745116	5203.74394	698.5198004	6672.971003	1195.080249	5431.762879	1318.682438	723.4352934	27909.94277	13939.22247	2042.22538	966.7838544	979.3700683	10225.06135	5694.188265	537.2319421	9126.671943	2307.527765	405.7048805	1499.297939	3078.391599	728.9886894	4249.587811	4072.540938	858.7322185	1592.531633	3046.19658	23998.93018	26256.89779	581.6230536	17208.26019	10424.11273	1169.606901	5200.412439	5314.155376	2449.905245	11786.11459	1969.997612	8638.987987	12555.79734	11181.08244	3557.824934	7027.521575	724.3736549	1203.907627	1155.577349	15341.06523	1745.882879	734.9744985	4334.253379	663.9591494	1810.655916	9904.429181	22187.78918	2452.48617	15485.99106	2935.289739	572.7202647	1183.791859	2413.093067	3960.758681	19229.54874	3804.865519	5290.537487	7426.499313	664.4985822	535.8104955	7058.027242	24985.4271	2444.084705	9950.536572	638.2486809	4103.808661	4599.400722	6017.052524	669.9839299	1206.409791	421.8326745
1981	1285.374326	1994.560387	3626.586729	7875.453728	6708.56908	22400.61799	22436.87139	508.9276767	21112.06082	912.813214	676.0418723	651.6607998	5448.443558	26290.87573	21387.79206	5123.512586	29936.63627	3138.806473	6372.424387	25128.38319	67947.4869	1156.610304	3412.253168	860.4563987	23836.65149	1134.992923	30083.51935	5199.291002	581.9607277	1500.584326	2205.819432	2113.003508	5089.303239	1360.277123	1154.346693	7529.666797	7172.510619	9005.322875	3102.489452	3156.977451	20999.20419	4535.444892	4764.416995	5071.116523	1441.157258	15497.47725	457.0935691	19128.22914	3568.652465	21427.01325	2819.796884	12675.30846	16596.54561	21527.81489	1241.960049	744.8770445	1390.569666	891.0152154	914.7384874	16554.54628	5380.702577	5568.841797	3244.531513	14668.41469	3358.407135	1707.019698	11519.95926	1551.52973	1076.86435	15074.77094	5857.317132	4297.83131	33257.60306	15798.00071	19592.19229	7154.995057	4276.354004	19250.82955	1102.824226	521.4218092	3450.881759	3726.648227	5413.114675	796.1082151	6819.702623	1068.963256	5524.745498	1420.500623	721.029534	27545.62653	14785.72303	1938.88218	939.4526862	1064.158347	10896.03157	5971.455036	561.0139892	9404.944554	2624.21777	387.531857	1700.358497	3280.895514	601.6466871	4411.304979	4282.099293	787.1838156	1507.505078	3199.364179	22991.52485	26550.84821	615.153362	17668.3299	11653.26345	1188.608576	5515.87706	5457.209115	2503.923654	11687.6656	1885.708553	7948.550328	12039.82297	11369.30956	3668.076294	6848.239848	913.4265422	1228.027237	1107.866189	15783.50588	1827.763722	811.2617779	4067.528462	646.1045021	1584.069192	10884.9655	21965.21591	2539.621254	14740.9658	3160.004049	579.6558351	1069.618422	2560.254551	4561.488483	18758.09897	3984.987493	5224.25336	7749.908743	594.4101049	527.9538283	6996.516773	25356.00147	2540.086481	9642.603774	660.9487543	4151.421719	4135.108355	6036.80956	638.7836568	1201.250866	471.8774937
1982	1424.361623	1869.478521	3613.342983	7604.354193	6661.287581	21782.50192	22634.60138	518.0948207	21199.32453	1124.183395	676.440524	645.053067	5594.012091	22864.37632	22495.72683	4905.620322	30967.13588	2980.984808	6292.724942	22802.59122	69360.40086	1225.58135	3487.743884	859.0206869	22737.89103	1215.683243	29537.50439	4307.614306	624.2972277	1561.570049	2279.15811	2506.193001	5053.05761	1421.45864	1211.998601	6754.191201	7780.05751	9387.840686	2873.077711	3182.991312	21772.50677	4652.029034	4972.913523	5074.098046	1549.702018	15593.3339	441.6204085	19674.89239	3408.663601	21909.50811	2659.201323	11867.72443	17038.36395	21345.14777	1206.604559	738.0272166	1458.333493	966.1620629	908.5690543	16317.78387	5623.801218	5334.575784	2821.488303	14872.2828	3344.374417	1533.714678	11686.53457	1528.151143	1086.874134	14815.95305	6348.971724	4114.579997	34336.72947	15884.65136	19655.45845	7115.976415	4374.903031	19741.00858	1084.718841	505.714842	3773.67122	3689.3408	5731.209106	815.4753312	3813.77746	1090.646206	5517.910494	1477.479891	725.8912765	27786.97261	15301.48911	2082.409184	907.5191755	1002.506063	10271.87957	6079.146554	583.429776	9565.103468	2870.895816	362.6554918	1586.255968	3323.532276	588.9103661	4561.516565	4030.083878	772.9917735	1403.726812	3055.870177	22565.57213	26671.13491	626.5377671	17684.09598	12219.53505	1229.687011	5685.181497	5337.671673	2481.771959	11560.41458	1816.444579	7206.597352	11764.04626	11613.16366	3548.987477	6896.71768	758.9778341	1298.650108	1266.595637	16467.02295	1748.203871	881.931197	3895.868286	699.7081579	1604.005113	10550.10041	22168.7245	2509.545269	14828.0735	3158.384085	582.5358886	998.0246136	2686.312981	5286.902116	18793.33939	3880.903349	5302.930857	7890.525716	580.9340863	559.8378774	6183.067412	24714.37982	2639.092239	9187.073602	698.5875167	4460.943711	4138.467106	5760.938563	585.606425	1002.123852	469.9811001
1983	1512.052378	1904.238327	3560.267403	7774.204463	7669.341568	22471.28814	23217.08487	523.9720735	21017.52561	1025.257571	624.3560087	651.1431588	5785.836241	24179.29361	23251.34298	4673.496178	31109.01092	2768.743211	5911.127779	22148.03207	67517.16205	1312.166605	3790.231171	764.6863274	23265.11937	1282.426565	29652.61166	4076.237991	682.4403233	1594.878107	2376.544651	2671.178878	4983.246236	1444.128937	1294.639777	6802.277433	8141.996945	9740.772722	2751.502074	3206.716101	22306.26957	4759.009257	5064.669082	4614.468118	1805.580509	15744.25585	447.8989236	20094.05682	3141.62459	21947.11598	2623.362562	11940.15769	17842.33779	21825.2167	1062.355903	739.9446508	1336.22356	891.9793346	797.8643674	16001.54237	5771.640696	5098.570038	2667.05812	15217.36211	3188.972746	1507.076386	11696.65902	1627.84512	1106.594219	14424.59629	6987.8993	3621.843095	30532.44525	16122.88033	19717.54137	7224.701472	4108.374058	20093.77262	1039.721102	512.2618039	3325.440859	3606.478763	6301.212942	823.9766674	4875.672839	991.7486133	5465.863457	1471.08931	665.7804522	28698.53137	15630.41398	1971.67069	913.9505623	1131.006827	9403.785422	6723.655723	532.6177203	9689.244	2707.830181	316.0320536	1769.000488	3299.702312	604.0352216	4711.783857	3744.85747	745.2227295	1269.492329	3225.293723	22887.99453	27253.18777	594.7438295	18330.19232	12828.63323	1268.038284	5291.831215	4569.402678	2502.422057	11698.20557	1834.099714	7545.729671	12717.32245	11279.93313	3390.655592	7045.417453	808.9691635	1185.678167	1261.106822	17748.05392	1579.499283	914.2390274	3820.032322	638.2246981	1507.788839	9839.913853	22211.38562	2794.729571	14837.37218	3086.059624	641.5289778	911.1147118	2682.073977	5539.363028	16662.19632	3930.428111	5480.362757	8415.802982	564.0738132	581.2154544	5408.264861	25699.20226	2731.330728	8272.180083	731.2109319	5462.71691	4076.906971	5907.603726	605.9697243	941.5694642	508.8478848
1984	1501.257066	1972.247796	3397.521692	7655.599346	8413.648403	23251.22142	23358.44961	505.3090432	21651.98633	1027.929823	591.737798	677.5162193	5950.842054	24572.14693	25520.10434	4641.005937	31078.81655	2713.23192	5997.65245	22172.55305	65632.37229	1281.29243	4097.312444	813.979107	24466.5667	1405.780712	30451.80699	4279.968001	847.6332297	1563.316052	2475.917161	2800.301619	4990.140953	1506.826342	1313.541273	7074.860124	8724.264999	10435.35852	2784.143253	3422.071498	23306.73045	4747.232403	5201.522502	4642.669621	1941.386083	15904.96924	424.7670685	20669.44401	3330.145502	22091.37203	2439.582635	12598.23716	18441.37502	22424.4816	1109.85362	718.6148965	1343.206517	1002.783161	763.1664683	16205.32805	6037.582158	4958.85746	2357.037427	16186.85084	3084.036619	1504.593682	11895.34158	1710.716401	1144.23732	14707.55312	7029.580521	3498.459853	32706.82534	15861.61014	20468.55373	7107.318871	4041.358605	20798.37489	1043.133919	527.6539111	3484.952039	4063.16886	6786.569622	835.8399687	7276.879441	1030.638125	5780.909813	1485.118625	658.3767535	30794.16687	16355.69092	2017.105142	917.6517485	1391.787618	9534.830288	6423.479166	517.9069341	9881.667761	2773.629329	323.6318716	1508.757612	3455.010988	614.0253246	4946.794385	3592.486599	576.0816836	1215.109957	3233.171075	23481.01898	28823.02198	635.5146209	19125.34425	13712.0935	1303.465257	5306.741152	4619.973053	2277.97042	12235.57122	1795.069105	7869.458102	12841.60416	10805.53246	3408.982224	7326.390793	670.2865622	1154.088563	1170.911505	18752.39464	1616.146635	983.8392077	3882.75096	635.7145203	1407.707136	9708.322134	22981.32911	2958.22242	15033.49609	2816.346078	647.6948015	923.5175161	2817.469142	5502.306741	15143.95152	3990.839507	5713.717179	9067.186343	554.8758377	563.2174238	5203.879938	27401.56491	2794.445835	8376.273331	776.373422	5598.663867	4171.233999	5798.324402	642.2951323	914.7726817	430.9089253
1985	1465.890154	1979.594235	3446.643652	7008.801727	9019.404627	24183.40636	24173.79737	546.7039656	21891.11009	1069.354727	634.6977548	689.6803261	6108.578761	18475.15907	26611.71835	4421.819886	32235.168	2647.879508	6140.161137	21981.28772	58941.84794	1247.842448	4244.494152	823.2711732	25407.93173	1494.035069	31191.6405	4265.458389	961.917083	1580.420604	2418.235415	2616.036906	4961.862803	1455.723595	1398.397287	7022.018106	8571.649319	10643.65898	2774.020885	3505.158154	24374.79103	4502.405785	5208.539543	4714.212906	2032.850743	16228.21888	410.9875859	20999.96334	3449.670785	22410.44666	2752.699617	11872.25646	19219.79927	22893.00132	1129.955464	711.718175	1338.842581	1018.588671	901.1773256	16552.80129	6475.709371	4832.952459	2476.55226	16196.93751	3161.446232	1497.492731	11973.53113	1729.357458	1194.610416	14882.14815	6705.673217	3378.73591	32802.69824	15952.26391	21070.68377	7060.279282	3693.079551	21920.50127	1008.957051	541.2033427	3346.86439	4349.332353	7220.594677	917.2887926	9450.565692	987.1297082	6176.302151	1611.703122	694.3336594	31791.61301	16292.90345	2094.385733	889.5557775	1525.982733	9655.905441	5874.249871	563.8826101	10157.15231	2852.471198	305.7196881	1561.143925	3667.643591	616.0008869	4685.305954	3131.520055	630.642711	1281.856736	3113.227626	23969.08951	30283.25184	625.0527051	19104.02693	15676.94079	1367.972946	5629.055896	4608.081318	2031.995903	12996.7993	1861.668603	8035.059827	13776.89716	10993.94426	3491.866444	7275.096406	681.6656073	1121.834823	1186.523445	18001.01946	1619.523324	982.3793656	3923.531933	677.9544504	1474.218383	11150.46728	23585.32907	2897.169223	16302.71179	2855.280057	782.4876752	917.7079109	2979.741312	5690.821788	13822.04058	3966.103695	5719.238878	9275.498311	561.6351862	530.1396017	5194.157194	28288.14259	2835.827454	8137.822813	798.6780985	5365.212573	4330.755837	5520.064755	641.4413052	959.8059394	425.1764342
1986	1510.819773	1819.352192	3616.286492	7617.959025	9742.578428	24548.69014	24507.12005	546.6958333	22415.94185	1115.478789	659.7568888	696.8326655	6292.308443	17308.2385	26640.99431	4840.287365	32976.65869	2552.209182	6749.926259	23841.68301	52458.09412	1327.047969	4434.191749	841.0869762	25914.73855	1568.840612	31688.73515	4436.598288	1019.593011	1587.098043	2217.788491	2392.433163	5083.351542	1422.777541	1456.733204	7214.18338	8634.095574	10704.99327	2728.422201	3690.248513	25760.45902	4534.339993	5216.770539	4723.250462	2034.852572	16760.56214	416.97544	21471.93346	3153.363182	22984.46051	2860.941594	11278.54978	20220.42268	23557.01721	1144.448812	711.8504917	1319.050567	963.1096675	815.3956767	16608.0929	6983.636138	4724.162423	2372.326704	17564.81501	3063.680473	1464.901956	12283.20495	1793.15331	1219.990478	14854.49429	5847.396723	3538.843199	34173.68537	16213.61369	21761.75503	6819.029313	3958.329614	22516.80888	1079.99861	542.5840081	3343.812877	4843.677427	7915.523334	933.8202181	8526.800491	804.2206468	7077.974761	1636.402367	691.5556973	34751.75735	16965.24255	2191.227275	894.1045553	1603.724907	9015.511851	7074.391079	653.8514279	10682.75785	2676.297017	289.7502341	1684.395614	3996.465305	591.7719729	4554.073262	3166.851911	602.3554293	1118.653171	3057.491785	24555.11372	31807.48548	672.7174186	19344.19792	15328.32927	1389.392182	5752.531897	5050.664477	2099.460615	13643.49934	1939.942552	8309.783706	14509.87543	11699.58449	3386.16173	7452.584058	690.0063626	1192.405734	1207.571324	17973.2859	1591.628126	971.2218407	3924.266939	689.9809557	1361.022002	10925.94858	24390.25443	3023.363325	17104.41013	2647.811809	729.0154116	932.0673306	3072.550815	5878.893847	12188.63583	3732.922852	5958.301981	10210.33885	600.3413164	522.4206747	5715.555455	28982.95726	3019.596646	8462.703509	808.6425128	5455.484282	4565.610201	5264.777043	637.0479318	937.3790876	416.2389273
1987	1364.761225	1920.926184	3616.125438	7690.192087	9945.692341	25595.42783	24982.81573	562.5081874	22893.74443	1051.593616	641.3618623	706.4217176	6721.581575	16736.38642	26882.38125	5136.914165	34290.67763	2589.640258	6757.844135	25289.15558	49964.6501	1507.862223	4480.959529	740.310999	26797.44782	1683.927453	31914.46499	4666.047143	1085.933588	1537.979244	2017.428811	2367.837115	5224.145067	1405.917809	1479.03097	7209.697014	8590.13994	11452.26912	2609.509811	4030.709586	25719.83085	4898.492976	5172.374421	4352.551719	2209.070132	17700.23079	345.5610395	22236.70866	3092.038557	23493.84445	2811.923092	9172.576203	21370.93405	23977.95883	1144.427998	712.9316257	1288.777569	1004.169448	837.9691165	16113.80548	7782.196315	4583.845927	2414.191055	19594.31673	3147.783698	1408.867116	12756.12083	1840.25861	1261.329402	15187.37644	5607.132499	4138.247887	38482.01795	17271.40706	22526.72066	7331.996292	3833.422603	23377.21113	1112.604253	659.3485531	3124.844942	5217.977303	8713.309635	891.8626101	10294.35339	922.0193631	7165.242503	1647.186655	710.0264127	35849.16261	18639.48349	2070.111897	885.3532596	1677.349182	8934.503196	7558.632555	628.3371418	11016.9841	2748.015348	306.4302281	1635.550803	4383.7502	553.5541176	4665.417931	3885.368502	567.5715661	975.3807789	2995.207436	24857.06626	31931.31301	666.6135306	19631.81149	13235.76646	1431.53857	5716.164856	5424.294495	2093.187173	14193.74853	1926.122448	8430.352739	15505.266	12596.2508	3394.654643	7383.27976	697.754439	1213.483881	1217.897699	19294.37943	1591.437998	1017.992166	3911.479641	694.6060833	1243.152011	10046.3563	25355.2681	3522.836135	17101.11389	2666.197093	688.5734359	879.8423511	3247.10607	5991.357784	11385.31198	3745.264126	6181.155339	11239.35922	635.1964036	521.6495567	6324.240845	29615.03629	3241.676952	8539.543271	818.0645676	4834.303838	4602.90719	5276.550985	636.0929166	994.5687016	404.335256
1988	1242.811631	2010.230749	3503.751397	7533.879392	10832.25371	26106.5245	25777.74011	567.6681385	24229.76712	1040.481675	657.1033906	713.245297	7385.654967	17846.77734	26884.01917	5425.485145	34857.46576	2617.987338	6543.250686	25676.89167	50694.67934	1321.102404	5324.011857	743.7912105	27671.58429	1732.37513	32572.74835	4940.3731	1140.473107	1501.721362	1912.786657	2417.854719	5328.812587	1389.647214	1495.822604	7189.689074	8769.598265	12563.78828	2557.350786	4379.828144	25665.35697	4866.717115	5016.982184	4596.248022	2332.578572	18615.79764	438.8044294	23480.13526	3019.686043	24480.03365	2872.133718	10267.68366	22550.38777	24767.41261	1205.55182	726.8716647	1342.763768	1113.450086	863.4204906	16957.79119	8006.955373	4571.385784	2322.47497	21137.81962	3141.885235	1439.043121	12703.99781	1921.417568	1339.221598	15894.03903	5168.177167	4142.899664	37655.14487	17367.15488	23477.7181	7549.172836	3688.869744	25013.4577	1149.867162	738.7261127	3565.177425	5661.086826	9673.042799	877.3960842	7180.341795	944.0082602	8249.353246	1665.726626	753.8117046	38715.98357	19639.27795	2225.055368	883.349166	1752.295848	8885.425165	7629.359618	616.8726333	11791.57466	2776.130266	327.4433308	1572.963769	4663.556388	523.6004945	4998.350337	3693.823709	605.053553	1018.019036	2412.072456	25501.94409	31700.91112	699.2237025	19905.34504	13399.11768	1504.137882	5214.524485	4874.337026	2185.374341	14374.84792	1874.7903	8729.159702	16565.75763	13685.49219	3597.605441	7242.990064	644.5770217	1239.077244	1251.109315	20435.52099	1588.261216	994.0504034	3942.609248	607.8215141	1149.908221	10901.78133	25939.51001	3591.336315	17755.6518	2997.098744	771.4078411	918.5053082	3513.947814	5986.385883	10801.57246	3726.606905	6160.306492	11791.80802	686.8402907	528.7807521	6224.059914	30504.95319	3393.417705	8893.167823	822.7558054	4767.712511	4539.468792	5428.769091	619.030061	1029.277502	453.0133266
1989	1128.137625	1988.849826	3698.982311	6902.709194	11534.67946	26545.43172	26725.227	571.2895604	25117.78109	948.0873682	650.2207812	739.5577505	7158.700189	18267.00793	29073.21577	6029.990479	34570.68	2675.729952	6486.05788	26853.47542	48865.71298	1509.142044	6400.61277	733.2075374	28003.72913	1714.144143	33555.18187	5415.084838	1103.123629	1659.903724	1862.155605	2433.799703	5348.888497	1316.512146	1575.140191	7297.659484	8758.301392	13386.31462	2390.629992	4472.759467	25852.13595	4999.280392	5030.590015	4504.455956	2429.239663	19535.80337	406.4276289	24924.19903	3253.23526	25244.44187	2797.100893	11155.81577	23062.9763	25451.35237	1258.561968	748.5909022	1283.339117	1102.8526	786.7129396	17515.07971	8577.809481	4634.028803	2167.345795	21350.98112	3204.993261	1345.435785	12890.77571	2020.600867	1375.04252	17159.34644	5144.044478	3654.619424	35957.81042	16974.88425	24220.52249	8035.617569	3040.897667	26261.96507	1171.944059	726.0497383	3188.111963	6135.117056	10574.83909	960.9171954	4032.645715	926.6199761	8949.99021	1698.151397	795.8765334	42481.39145	20192.36788	2279.458484	927.6028887	1836.8889	9091.379976	7255.667286	649.5356943	12546.78896	2739.638633	350.7399759	1588.964509	4809.743747	530.4962152	5396.247823	3561.626703	580.8756972	1076.509096	2183.333255	26424.31338	32055.66238	713.6022876	19929.75544	13339.62045	1527.135773	5244.375947	4077.803645	2271.25236	14582.37783	1858.21961	8704.574874	17426.1507	14308.48703	3791.979648	6645.826397	644.8155587	1205.560779	1195.986542	21853.22872	1635.403943	980.6795363	3973.664546	695.8404792	1595.155862	10729.43405	26373.97984	3687.83893	19851.77462	2465.04443	785.7267814	921.6781432	3863.50033	6008.866906	10488.47502	3843.773631	6080.703707	12825.89377	694.1339624	545.4843629	6186.536726	31270.91841	3854.931017	7806.822459	854.994125	4779.167699	4807.506821	5495.881621	609.8017418	942.6018272	457.8131689
1990	1089.492842	1938.661169	3230.616293	6940.77281	11671.67024	26184.01022	27511.8048	590.756713	26051.88919	1018.118123	628.206603	761.0734509	6698.231191	18157.07759	28063.37939	6519.582288	33421.0355	2724.135246	6162.645972	26074.02726	46913.28479	1504.507686	6637.855277	678.3540656	27585.08064	1718.062128	34295.94619	5528.700294	1156.519281	1558.039274	1784.180168	2437.007407	5417.65187	1277.238059	1581.658126	7339.697194	8279.352512	13921.99562	2129.127164	4658.946874	26171.43216	4713.535445	5002.348993	4429.295014	2540.246342	20244.89012	412.4750635	24504.75391	3528.629062	25766.2332	2810.077985	11630.96768	23160.80458	26495.1943	1270.940804	722.9088457	1273.11251	1101.794541	665.5978115	17369.18235	9039.18986	4677.00991	1996.594526	22299.02292	3095.064649	1321.822077	12488.99446	2160.144453	1428.641021	18692.72352	5789.135307	3542.483113	35788.42214	17848.91564	24781.68576	8437.383933	2979.587974	27638.49811	1179.767573	704.9762074	3219.249149	6346.33386	11633.12618	988.5417776	5515.617391	511.1975833	9016.864634	1848.362037	822.4775304	44733.97865	21381.94137	2332.81519	881.9299916	2050.696394	9427.18762	7582.344676	649.77721	13149.43704	3093.484912	346.8446514	1591.677136	5154.090964	511.2462225	5814.661724	3513.687321	553.6991551	1165.537935	2109.733006	27275.87088	32594.89238	720.7616966	19784.32445	13707.77284	1552.213096	5531.001063	3839.573285	2334.270944	16365.73872	1794.45361	7627.434584	17870.49337	15213.11467	3651.175658	6391.23325	714.9326562	1212.172733	1204.127436	23546.69909	1680.889639	958.068126	3918.010844	689.7019457	1531.577737	8130.339592	26228.93547	3561.527308	20855.31726	2487.05449	738.8315428	947.2872688	4378.642603	5747.16528	10636.38474	4069.802509	6648.075043	13651.56458	744.9519835	568.8768779	6131.891961	31451.99031	4289.466342	8124.900229	906.7248218	4803.98871	4563.76446	5407.729644	467.904235	901.9467819	463.9251647
1991	969.8450071	1866.03549	2339.245643	7422.89095	11705.92396	26253.17285	27956.02664	604.2833948	26387.8592	1031.18983	664.7238572	777.7661511	7366.159635	19024.79121	26553.72239	6455.008799	32872.47188	2776.308695	6116.774957	24656.80356	47100.65376	1443.477225	6637.882042	650.4575445	26537.40358	1802.00442	33535.87592	5871.728645	1248.010172	1478.297647	1659.133237	2131.901291	5368.485177	1231.586164	1533.249657	7159.13561	7797.412869	13662.27037	1795.933598	4809.776333	26408.59152	4665.177198	4902.001359	4664.769184	2679.688587	20715.22091	376.0539365	22527.33345	3389.216315	25820.75641	2894.786919	12062.08148	22765.63549	27618.77381	1319.034419	700.8347779	1257.636143	1102.14317	709.7167893	17768.22848	9242.270979	4702.193934	1997.775848	23440.76436	3005.022414	1324.119194	11279.48325	2312.243125	1390.91624	18723.12935	6077.121463	1253.791801	35800.93038	18784.63373	25156.06332	8442.042989	2787.888655	28440.55052	1159.543621	728.0284502	3255.112398	6438.197092	12675.93425	1001.447969	7429.753198	527.870764	9052.480024	1840.339353	810.2217792	48241.51571	21442.2868	2424.087743	837.0010531	2113.671437	9707.266954	7224.526177	629.7827198	13863.85743	2423.419684	357.1941875	1558.759337	5265.406553	554.0766677	6271.85335	3430.145362	545.8666039	1152.120235	1974.143867	27739.99498	33363.10492	747.1100416	19281.23092	14144.97591	1569.252629	6187.632416	3851.933337	2268.022092	16144.0153	1871.924875	7459.113189	18204.19105	15661.38821	3591.157307	5442.011545	768.0567057	1245.868312	1173.60103	24410.85431	1690.053925	828.9316591	3999.924709	689.2523624	1462.630478	8854.793649	25749.36105	3517.059412	21187.80175	2603.871441	775.0282097	921.1667702	4708.387324	6137.12272	10891.76053	4098.380799	6643.58389	14618.09043	751.1090582	582.4865897	6467.552663	30889.82967	4447.228978	8823.888015	949.4888123	5161.65794	4394.148885	5273.060779	422.0711287	849.7783108	497.2837
1992	902.0617023	1978.67133	2295.083197	7845.645724	11537.38645	26979.43667	28140.88901	600.4335084	26714.77152	1021.046412	641.2925437	795.6822576	6828.352324	20074.26742	25319.31435	6495.536683	31970.25237	2754.776762	6010.723287	22055.55941	48265.68474	1405.615815	6517.003738	612.2164885	26471.74281	1929.191159	33100.28102	6527.277157	1412.441696	1441.240164	1575.28661	2214.579193	5572.451447	1218.667445	1577.606791	7594.596913	6899.478641	14500.53576	1979.457542	4956.998843	26833.34786	5121.603835	4840.259734	4735.671786	2868.93327	20836.26322	335.7458798	21451.18713	3473.319763	25986.12628	2935.947485	11394.41794	22774.77416	27962.81224	1263.162004	693.8515749	1245.091013	1108.285587	763.2936724	17764.29488	9048.990703	4736.192001	2294.781984	24607.36335	3103.259771	1232.559407	11054.97216	2438.451147	1425.810663	18804.14991	6588.919459	1516.27944	35091.17769	19430.27073	25215.61773	9207.888158	3135.810093	28521.49994	1104.934813	753.3652256	3160.889017	6722.069393	13056.49597	1036.537217	7107.589699	321.4214378	9520.589984	1978.911909	800.599758	48504.07478	23528.40538	2281.760107	816.608202	2143.723914	9945.534598	7543.983514	675.6297629	14450.3425	2027.830465	332.7084605	1545.498598	5546.180621	473.8798752	6668.566555	3560.886972	528.2875256	1097.278703	1887.282893	28009.24603	34290.29923	748.5327686	19305.40345	15043.79391	1643.818053	6276.725887	3754.584671	2272.088491	16169.70043	2134.010829	7604.161377	18444.90385	15917.31962	3505.05527	5005.198263	817.4912521	1200.0496	1160.481718	25295.60085	1758.441294	754.9577207	4233.199017	642.5026739	1440.791532	8590.781526	25132.30796	3508.395975	22862.45307	2802.146494	802.4671408	850.8295548	5048.589954	6354.917813	11009.57342	4388.62236	6859.887288	15592.19479	730.8600207	582.7466534	7235.543095	31548.54489	4316.005503	9180.213406	1017.951819	5401.847027	4405.675083	5107.940665	363.5568944	800.0527367	485.5496077
1993	600.9031287	1613.516441	2516.334297	8166.966829	11939.40824	27632.50734	28249.66896	581.8420647	26324.90292	1024.732551	642.034832	793.7643996	6440.256119	19780.6024	24480.66773	7040.810119	32786.45887	2810.493739	6121.934722	22586.21052	49388.66774	1764.119275	6445.339552	589.2176107	26860.32436	2036.046276	32739.80176	6897.657422	1592.480862	1374.353536	1496.218764	2106.800989	5785.438467	1190.439357	1641.428683	7934.643256	6133.816026	13857.32741	2002.742764	4953.700927	26640.34373	5401.004302	4641.318415	4708.635496	2968.645317	20442.70487	370.5565312	20865.68509	3521.701561	25593.38205	3058.172687	11525.43239	23223.35404	27484.13657	1255.384333	708.1886182	1232.342697	1046.454109	792.4725698	17338.33841	8693.873105	4838.849961	2381.159932	25435.19412	3097.958838	1293.394993	11308.80936	2565.036365	1434.228888	19064.09052	6454.677127	2198.447113	35854.43912	19561.07631	24792.72241	9325.916073	3231.071837	28453.34944	1084.264696	829.1146318	3161.631763	7060.675386	13703.19131	1066.16157	7675.455152	208.9290188	9306.091647	2098.524801	851.2219612	49946.59403	24250.70071	2177.422672	801.3038686	2192.132758	9916.569805	7880.07684	706.2778747	14957.35401	1886.895313	348.2916385	1627.345019	5746.783831	538.9695146	7195.321009	3233.574578	516.4889772	1108.629015	1762.96641	28088.76723	35133.69766	755.9446237	20177.52265	15635.43393	1637.458373	6293.242893	3855.051487	2279.15489	11906.08562	2594.851076	7907.30172	19043.84986	15597.23108	3569.070509	5058.644752	681.441115	1170.338015	1108.525758	27843.81689	1825.100902	810.7298523	4483.072434	645.5763939	1425.771356	6572.627193	24280.7537	3515.66315	24211.29644	2875.393067	786.2509192	720.1714324	5360.690071	6374.544918	10692.44625	4392.814982	7357.375677	16487.01933	712.5772851	608.5278178	7519.028938	32114.67779	4395.59196	9007.379528	1061.145977	5532.263633	4557.741397	5123.735171	302.8451627	785.4665547	427.0968253
